id_municipio,grupo,alvo_alfabetizado
3540705,4,0.5043478260869565
3540754,4,0.4720812182741117
3541059,5,0.573170731707317
3541653,5,0.6610169491525424
3542305,4,0.8431372549019608
3543105,4,0.7457627118644068
3543204,5,0.5869565217391305
3543907,4,0.5449029126213593
3544905,5,0.49473684210526314
3545100,4,0.6296296296296297
3545704,4,0.5846153846153846
3546603,4,0.5414201183431953
3546900,5,0.7096774193548387
3547809,4,0.6096316023080337
3548054,5,0.632183908045977
3548609,4,0.5866666666666667
3548906,4,0.62548828125
3549102,4,0.6172248803827751
3549508,5,0.5061728395061729
3550605,4,0.5158620689655172
3551009,4,0.4868766404199475
3551306,5,0.7647058823529411
3551405,5,0.46153846153846156
3551801,4,0.5244755244755245
3551900,4,0.6086956521739131
3552007,5,0.4714285714285714
3552106,4,0.611336032388664
3552205,4,0.5509946321439848
3552403,4,0.5810510732790526
3552908,4,0.6710526315789473
3553104,4,0.391304347826087
3553203,5,0.5737704918032787
3553500,4,0.5728155339805825
3554003,4,0.5396440129449838
3555000,5,0.5522388059701493
3555356,4,0.7391304347826086
3555505,4,0.5606060606060606
3555604,5,0.8775510204081632
3556206,4,0.48492159227985526
3556404,4,0.6189189189189189
3556453,4,0.6440366972477064
3556503,4,0.531986531986532
3556909,4,0.5287356321839081
3557303,4,0.5238095238095238
4100103,4,0.6052631578947368
4100707,5,0.648
4101408,4,0.7875734676742233
4101705,5,0.7745664739884393
4101903,5,0.80625
4102000,5,0.806615776081425
4102406,5,0.7284768211920529
4103008,5,0.9259259259259259
4103040,5,0.59375
4103057,5,0.5333333333333333
4103370,5,0.7777777777777778
4103404,5,0.6363636363636364
4103701,4,0.7705357142857143
4103909,4,0.7797356828193832
4103958,4,0.8461538461538461
4104055,5,0.7872340425531915
